peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
104.74,1.75,V,49,0,17,2,0,0,3,N,1,3,4
115.67,1.8,V,21,0,4,3,12,14,0,N,0,2,1
53.5,1.6,M,51,0,0,2,0,0,0,N,0,0,0
53.01,1.62,M,43,50,0,3,0,0,0,N,0,1,0
60.4,1.68,M,30,0,0,4,5,0,5,N,3,2,2
66.61,1.68,M,30,0,0,2,6,1,0,N,1,1,2
122.5,1.75,V,19,0,8,3,19,12,1,N,1,1,1
91.11,1.69,V,59,0,0,3,28,16,0,N,4,4,4
86.61,1.62,M,38,70,13,0,0,0,1,N,1,3,3
70.91,1.6,M,55,0,4,0,16,0,0,N,0,2,2
107.81,1.65,M,55,50,4,0,34,19,0,N,2,3,3
64.02,1.61,M,29,0,0,2,0,0,0,N,0,1,0
90.22,1.74,V,31,30,3,0,15,3,0,N,3,3,2
67.25,1.71,M,23,0,0,6,4,0,0,N,3,2,2
68.42,1.71,M,25,0,0,4,7,3,0,N,1,4,4
72.25,1.8,V,18,0,0,1,1,0,NA,N,2,2,3
60.55,1.69,V,36,230,0,0,0,0,0,N,2,3,2
54.95,1.61,M,32,40,0,1,4,0,0,N,1,2,3
59.88,1.61,M,48,50,0,2,17,2,0,N,1,4,4
61.52,1.79,V,40,0,0,2,0,0,0,N,1,4,3
77.71,1.66,M,29,0,0,2,5,9,0,N,0,0,1
99,1.74,M,45,0,9,0,9,3,7,N,1,2,1
52.02,1.7,V,53,0,1,7,0,0,0,N,1,3,4
68.73,1.74,V,18,50,0,6,1,0,0,N,2,3,2
76.92,1.64,V,58,0,0,0,12,10,0,N,0,0,1
119.72,1.73,V,48,0,24,3,0,0,0,N,0,1,1
93.64,1.8,V,48,0,0,3,24,8,0,N,2,2,2
68.02,1.68,M,18,0,0,6,0,0,0,N,0,0,0
98.18,1.84,V,18,0,0,1,9,7,1,N,0,1,2
50.8,1.68,M,27,0,0,2,0,0,13,N,3,4,4
78.95,1.77,V,35,70,0,0,0,4,0,N,2,2,1
82.67,1.79,V,38,0,0,0,7,7,0,N,1,3,2
56.33,1.63,M,33,80,0,6,12,1,0,N,2,2,3
56.25,1.61,M,41,40,0,5,3,0,0,N,1,2,2
91.88,1.78,V,34,0,9,7,0,0,0,N,1,1,1
54.5,1.74,V,53,60,0,8,0,0,0,N,2,4,4
51.01,1.63,M,51,0,0,5,7,0,0,N,0,2,2
90.64,1.64,M,44,50,0,0,17,16,0,N,0,2,1
58.96,1.73,V,47,0,1,1,0,0,0,N,2,3,1
101.42,1.74,V,26,0,5,2,21,8,0,N,1,4,3
74.92,1.63,M,18,60,0,1,12,5,2,N,1,3,2
58.17,1.58,M,22,180,0,1,0,0,4,N,0,1,2
69.36,1.7,M,33,0,2,1,8,0,0,N,2,4,4
100.53,1.69,V,32,0,6,0,11,11,0,N,2,4,4
95.62,1.66,M,29,0,5,0,0,14,0,N,2,3,2
118.95,1.76,V,53,0,15,5,0,11,0,N,3,3,3
99.01,1.67,V,34,0,14,2,2,0,0,N,2,3,3
75.58,1.76,V,33,0,0,2,11,0,0,N,2,2,1
67.18,1.62,M,55,0,6,6,1,0,0,N,1,1,3
50.31,1.59,M,54,0,2,4,0,0,0,N,2,3,3
103.01,1.64,M,30,20,8,2,19,9,0,N,2,2,1
49.68,1.63,M,29,0,1,10,0,0,0,N,0,2,2
97.39,1.75,V,50,0,9,0,3,1,0,N,1,1,2
66.46,1.75,V,24,0,0,2,0,0,0,N,1,2,1
67.74,1.68,V,33,0,2,0,0,0,0,N,0,1,2
111.67,1.69,M,40,0,13,0,6,4,0,N,1,1,2
71.95,1.67,V,36,0,0,0,9,6,0,N,2,2,4
47.24,1.62,V,58,90,0,2,2,1,5,N,2,3,3
68.02,1.63,M,74,40,7,4,0,6,0,N,3,4,4
72.18,1.72,M,19,0,0,5,9,2,0,N,2,3,1
91.16,1.68,V,39,0,9,0,2,3,0,N,2,2,1
49.92,1.6,M,55,0,0,5,10,1,0,N,1,2,2
96.78,1.75,V,42,0,0,0,17,10,0,N,1,0,1
60.71,1.65,M,24,0,4,3,4,0,6,N,0,1,4
83.29,1.84,V,56,0,3,2,0,4,0,N,2,2,0
119.26,1.76,V,22,30,15,4,0,6,0,N,2,3,4
71.36,1.75,V,20,0,0,0,6,0,0,N,1,3,3
67.68,1.75,V,63,0,0,0,9,0,0,N,0,1,1
87.09,1.73,V,35,0,8,0,0,0,0,N,2,3,3
62.19,1.67,M,38,0,2,5,0,0,3,N,0,1,2
81.83,1.57,M,35,0,14,2,0,0,0,N,4,4,4
64,1.56,M,18,0,4,5,2,0,0,N,0,2,1
118.34,1.72,V,18,0,10,2,8,8,0,N,1,2,3
83.98,1.62,M,20,100,10,0,3,0,3,N,1,2,4
90.11,1.6,M,30,0,12,0,0,0,0,N,2,1,1
55.49,1.7,V,37,0,0,0,0,0,0,N,3,4,4
73.24,1.65,M,34,0,2,3,13,7,0,N,0,2,3
111.56,1.67,M,52,60,20,1,2,3,0,N,0,1,1
50.2,1.67,M,71,0,2,5,0,0,0,N,3,4,2
92,1.76,V,21,30,0,5,3,9,0,N,2,1,0
84.47,1.74,M,23,0,0,2,12,7,0,N,1,2,1
70.41,1.72,V,54,0,3,3,0,0,0,N,1,0,0
77.31,1.78,M,18,0,0,0,0,1,0,N,1,2,3
71.35,1.71,M,52,0,0,0,16,6,10,N,1,2,2
85,1.73,V,42,0,0,0,13,9,0,S,1,2,2
77.2,1.71,M,41,0,0,1,0,9,0,N,0,0,0
77.86,1.79,V,42,100,1,2,11,4,1,N,4,2,2
70,1.68,M,45,0,0,4,13,6,0,N,1,2,3
66.31,1.57,M,70,0,7,0,11,0,0,N,1,1,1
79.5,1.65,V,25,0,2,0,15,2,0,N,2,2,3
116.96,1.71,M,21,80,18,3,23,12,1,N,1,2,3
70.32,1.76,V,40,0,4,9,0,0,0,N,1,2,1
73.34,1.86,V,55,90,1,3,0,2,0,N,2,2,2
64.85,1.77,V,18,0,0,0,0,0,6,N,3,4,4
84.77,1.74,V,27,0,0,0,7,10,0,N,4,4,4
71.53,1.73,V,46,20,0,0,0,0,0,N,0,0,0
86.18,1.8,V,32,0,1,1,9,3,0,S,2,3,4
71.95,1.67,M,33,90,0,3,6,4,0,N,0,0,0
68.61,1.67,V,36,0,0,1,0,0,0,N,0,0,0
74.82,1.73,M,24,70,0,0,1,0,0,N,0,1,0
67.9,1.58,M,28,0,7,2,1,2,0,S,2,4,4
81.57,1.81,V,20,0,0,2,2,9,0,N,1,4,4
68.12,1.74,V,31,0,0,0,0,0,1,N,2,2,1
67.98,1.69,V,31,30,0,2,0,0,0,N,1,1,0
115.35,1.74,V,32,0,13,1,0,1,0,N,1,1,0
104.87,1.78,V,41,0,14,4,0,0,1,N,1,3,4
96.78,1.75,M,54,0,7,0,5,0,0,N,1,1,1
81.57,1.81,V,57,80,0,3,3,8,0,N,1,2,3
107.58,1.64,M,24,70,19,0,0,1,0,N,2,4,3
66.42,1.63,M,30,0,0,4,15,3,0,N,1,2,1
80.04,1.67,M,56,0,10,3,0,0,0,N,2,3,3
56.25,1.61,M,25,0,0,1,8,2,0,N,3,4,4
96.2,1.71,V,35,0,6,0,8,3,0,N,3,2,3
73.98,1.71,M,19,0,3,4,0,0,0,N,0,1,2
58.64,1.8,V,46,0,0,3,0,0,0,N,1,3,4
91.4,1.81,V,40,0,6,2,4,3,8,N,2,2,3
74.27,1.7,M,60,0,5,3,9,1,0,N,1,1,1
56.64,1.7,M,34,0,0,1,0,0,0,N,0,3,2
55.27,1.71,M,41,170,0,3,0,0,0,N,2,4,4
64.76,1.66,M,50,20,2,0,1,1,0,N,2,3,1
56.04,1.75,V,38,0,0,4,0,0,0,N,1,3,3
66.16,1.63,M,31,0,3,0,0,0,0,N,1,2,2
76.26,1.79,V,38,0,0,0,9,6,1,N,1,3,4
86.61,1.64,M,55,0,13,7,5,1,0,N,1,3,2
46.66,1.61,M,58,0,0,2,0,0,0,N,0,2,4
88.89,1.73,V,45,0,4,0,12,6,0,N,2,4,4
73.37,1.79,V,62,0,0,0,11,6,3,N,2,3,4
75.02,1.81,V,18,0,0,4,3,0,0,N,2,3,2
78.32,1.7,V,42,0,3,6,4,5,0,N,1,2,1
131.04,1.81,V,37,0,13,3,15,0,0,N,1,0,0
86.65,1.68,M,19,0,0,1,17,13,0,N,1,3,3
86.29,1.74,V,25,0,0,0,8,8,0,N,2,3,3
58.54,1.76,V,52,0,0,0,0,1,0,N,1,3,3
90.75,1.7,V,30,0,0,0,21,9,0,N,2,2,2
74.48,1.74,V,22,0,3,0,0,0,0,N,2,3,4
80.59,1.81,V,29,0,0,0,0,0,0,N,0,1,1
72.82,1.68,V,39,0,3,0,0,0,3,N,0,1,1
91.49,1.66,M,41,0,11,0,0,0,0,N,3,4,2
106.28,1.63,M,61,0,17,1,15,10,1,N,0,2,3
51.41,1.69,V,78,0,0,0,0,0,0,N,1,4,4
86.06,1.61,M,24,10,0,1,11,8,0,N,1,1,0
116.68,1.75,V,42,10,4,2,22,13,0,N,2,2,0
87.29,1.67,M,55,0,12,0,2,0,0,N,2,2,3
77.42,1.62,M,54,0,4,0,0,13,2,N,1,3,4
69.94,1.74,V,66,150,0,2,0,3,0,S,0,1,1
84.78,1.67,M,28,0,6,0,8,0,0,N,0,1,3
85.02,1.61,M,53,0,9,1,0,4,0,N,1,2,2
78.99,1.76,V,54,0,6,3,0,0,0,N,1,1,2
50.13,1.62,M,59,0,0,0,0,4,0,N,2,4,4
99.91,1.68,M,53,0,13,2,1,2,0,N,0,1,1
66.15,1.75,V,41,0,0,3,16,2,1,N,3,4,4
116.96,1.71,M,28,0,21,0,13,0,0,N,2,1,1
75.94,1.79,V,46,0,0,0,14,1,0,N,0,2,3
65.4,1.74,M,44,0,0,5,11,1,0,N,2,3,1
74.55,1.72,M,20,0,0,3,9,6,1,N,2,3,4
84.22,1.75,V,46,20,4,5,0,9,0,N,1,3,4
65.31,1.66,V,41,0,0,4,6,3,0,N,1,1,2
129.6,1.8,V,24,0,17,0,7,11,0,N,2,4,4
115.6,1.7,V,30,0,18,0,11,0,4,N,2,3,3
55.07,1.73,M,39,0,0,3,1,0,0,N,1,3,4
108.9,1.65,M,46,0,20,0,7,0,0,N,0,1,2
84.8,1.82,V,45,0,0,0,8,4,0,N,2,3,3
71.06,1.65,M,22,0,3,0,6,0,0,N,3,3,2
96.24,1.68,M,37,0,0,0,20,10,0,N,0,1,0
54.69,1.61,M,54,40,0,1,13,0,0,N,2,2,2
111.56,1.67,M,21,0,21,0,0,0,0,N,1,3,2
59.96,1.67,V,60,0,2,0,0,0,0,N,2,2,2
87.27,1.85,V,20,0,0,3,10,10,0,N,2,4,4
51.44,1.62,M,42,30,0,9,0,2,0,N,0,1,1
97.08,1.71,V,24,0,0,7,14,12,0,N,0,0,0
106.87,1.74,V,47,90,17,5,0,1,0,N,2,4,4
57.6,1.71,M,54,0,0,6,0,0,0,N,0,0,1
59.89,1.65,M,48,40,0,0,0,0,0,N,2,2,2
60.94,1.72,V,51,120,0,0,0,0,0,N,2,2,1
81.38,1.83,V,49,0,0,0,13,3,0,N,4,4,3
101.23,1.81,V,18,200,0,3,7,17,8,N,1,2,3
64.22,1.77,M,57,0,1,1,0,0,0,N,1,3,2
90.54,1.69,V,47,0,0,0,0,21,0,N,1,2,3
92.52,1.78,M,57,0,0,0,5,14,5,N,0,1,1
99.96,1.69,M,60,40,8,2,11,8,0,N,0,1,1
52.63,1.71,M,69,0,1,7,0,0,0,N,3,3,3
77.22,1.73,V,48,0,4,0,0,3,3,S,0,1,0
63.58,1.7,V,42,20,0,0,1,3,1,N,0,2,3
92.87,1.67,M,36,0,5,3,0,11,0,N,0,1,2
53.27,1.67,M,42,0,0,4,0,0,0,N,2,2,3
88.43,1.79,V,23,200,3,0,5,4,1,N,3,4,4
60.44,1.65,M,45,0,0,0,4,3,0,N,1,3,4
80.5,1.63,M,44,80,2,0,11,9,1,N,2,3,4
68.04,1.8,V,22,130,0,3,2,0,0,N,2,3,2
99.86,1.58,M,40,0,26,2,20,9,0,N,1,3,2
91.97,1.69,M,32,0,5,2,6,5,0,N,2,2,1
73.51,1.78,V,45,0,0,0,0,1,0,N,4,2,2
86.36,1.75,V,22,10,4,3,4,2,0,N,1,1,0
103.75,1.7,M,25,0,0,1,27,14,0,N,1,3,3
50.18,1.58,M,29,100,0,3,0,2,0,N,2,3,4
109.02,1.77,V,59,50,7,1,6,12,0,N,1,2,3
66.74,1.8,V,50,0,1,0,0,0,0,N,1,2,3
63.23,1.6,M,45,0,8,2,2,0,0,N,3,4,4
69.97,1.69,M,29,0,0,0,1,0,0,N,1,2,0
102.74,1.68,M,37,0,13,1,0,0,0,N,0,2,1
87.68,1.63,M,40,30,0,1,23,12,0,N,0,1,3
104.08,1.76,M,21,0,6,0,2,7,0,N,3,4,2
58.01,1.67,M,53,0,1,0,1,0,0,N,2,2,2
76.12,1.64,M,25,60,6,0,0,0,6,N,0,0,0
52.62,1.61,M,27,0,0,4,1,0,0,N,1,2,4
77.45,1.7,M,63,0,2,3,17,8,0,N,4,4,4
87.16,1.8,V,61,10,8,5,0,4,0,N,2,4,4
92.78,1.59,M,18,0,6,5,18,7,0,N,1,2,0
52.21,1.68,M,59,120,0,2,0,1,0,N,3,4,4
47.21,1.56,M,43,0,0,3,1,0,0,N,1,1,2
66.19,1.56,M,31,60,0,0,8,8,0,N,2,3,3
61.09,1.77,V,45,0,0,0,4,0,0,N,1,4,4
82.02,1.79,V,55,0,6,0,0,0,2,N,1,1,1
106.28,1.63,M,35,70,23,0,22,8,0,N,2,3,3
97.2,1.8,V,34,0,4,0,6,1,0,S,2,2,1
120.93,1.77,V,52,0,11,0,13,10,0,N,2,3,3
70.52,1.7,M,27,60,0,1,0,1,0,N,1,1,1
106.28,1.63,M,55,0,25,2,4,5,0,N,1,2,4
102.31,1.7,V,49,0,13,1,8,5,0,N,1,3,3
90.03,1.68,M,69,60,8,0,0,7,0,N,1,2,1
94.52,1.79,M,39,0,0,0,4,10,0,N,0,2,1
70.66,1.6,M,46,210,7,4,0,0,0,N,0,2,1
72.54,1.68,M,43,0,0,1,4,9,0,N,2,4,2
62.7,1.63,M,43,0,3,4,0,6,0,N,0,2,3
56.64,1.7,V,60,120,0,3,1,0,1,N,2,2,2
104.98,1.62,M,58,60,24,1,13,8,0,N,1,1,2
74.86,1.71,V,56,30,2,0,12,4,3,N,0,2,4
68.58,1.68,M,59,0,0,2,12,2,0,N,3,2,2
75.03,1.75,V,23,50,0,0,13,0,2,N,1,3,3
94.68,1.81,V,47,40,0,0,21,6,0,N,2,3,2
95.23,1.6,M,51,0,17,0,7,0,1,N,2,4,3
75.95,1.75,V,24,0,0,0,0,5,0,N,1,2,3
55.98,1.69,M,25,60,0,0,0,0,0,N,2,4,4
73.5,1.75,M,34,0,5,0,0,0,0,N,0,2,2
75.96,1.65,M,32,0,0,0,0,9,0,N,2,1,1
80.74,1.66,M,62,0,9,0,2,0,0,N,2,2,1
86.88,1.63,M,35,120,9,0,0,0,0,N,1,1,1
68.2,1.7,V,43,0,0,0,0,5,0,N,0,2,3
53.14,1.52,M,56,0,0,0,3,7,5,N,1,2,2
105.65,1.73,M,18,0,0,2,24,13,0,N,1,0,1
108.9,1.65,M,36,180,30,3,0,0,4,N,2,2,2
72.69,1.65,M,42,0,1,0,0,9,0,N,1,1,2
82.67,1.62,M,55,60,9,4,0,6,5,N,0,1,0
85.5,1.72,M,41,0,0,0,18,9,0,N,2,2,3
96.95,1.78,V,30,0,8,0,0,1,0,N,1,2,2
90.65,1.71,V,36,30,10,5,0,5,0,N,1,3,4
78.53,1.66,M,44,0,5,0,0,6,0,N,1,3,3
77.69,1.69,M,49,0,0,0,12,4,0,N,0,1,0
86.7,1.7,V,22,0,7,1,11,2,0,N,2,4,4
93.14,1.66,M,23,0,7,1,0,4,0,N,1,0,1
123.9,1.76,V,32,0,12,4,11,7,0,N,1,2,1
88.97,1.62,M,21,0,0,0,15,13,0,N,1,1,2
85.5,1.72,M,51,110,8,0,6,0,4,N,1,2,2
86.13,1.58,M,65,0,10,2,13,3,0,N,0,1,1
76.3,1.74,V,40,20,0,0,15,0,0,N,2,2,1
79.07,1.64,V,44,0,10,1,0,0,0,N,1,2,2
101.12,1.59,M,57,0,12,3,14,10,0,N,0,1,0
67.4,1.69,M,37,80,0,1,2,0,0,N,0,0,0
64.16,1.58,M,18,60,0,0,15,3,0,N,2,4,4
104.09,1.64,M,58,0,18,0,0,0,0,N,0,1,1
84.22,1.75,V,48,0,0,4,12,8,0,N,2,1,1
64.74,1.76,V,46,20,0,0,5,7,0,N,3,4,4
75.14,1.72,V,23,0,0,5,1,2,0,N,0,0,0
116.96,1.71,V,24,0,17,4,5,0,0,N,1,0,2
108.49,1.67,V,25,0,15,1,0,0,0,N,0,2,2
101.79,1.67,M,38,0,0,1,18,16,0,N,1,0,0
71.75,1.74,V,66,0,0,3,0,16,0,N,2,3,3
63.81,1.76,V,61,0,2,0,5,0,0,N,2,4,4
80.87,1.61,M,40,0,6,5,10,11,0,N,2,4,4
59.39,1.6,M,39,0,0,1,0,0,0,N,0,1,1
81.01,1.66,V,53,0,10,2,5,0,0,N,3,4,2
78.08,1.8,V,36,40,0,2,0,2,0,N,2,3,2
99.28,1.61,M,87,0,19,2,6,0,0,N,0,1,1
107.1,1.69,M,37,20,14,1,0,0,0,N,0,0,1
69.39,1.64,M,61,30,4,0,2,0,0,N,0,0,0
101.17,1.71,M,38,0,7,4,0,10,0,S,0,0,0
59.89,1.65,M,56,0,3,4,0,2,0,N,1,2,3
68.24,1.73,V,22,0,0,7,4,0,10,N,0,0,0
75.02,1.81,V,46,0,2,2,0,0,0,N,1,1,1
75.69,1.61,M,48,0,9,3,0,5,0,N,1,4,3
116.96,1.71,M,45,0,12,1,17,4,0,N,0,1,1
69.63,1.74,V,38,80,0,3,5,3,0,N,2,3,3
69.21,1.61,M,45,0,1,0,16,4,0,N,1,2,3
60.44,1.65,M,63,60,0,5,11,10,0,N,2,4,3
87.57,1.72,V,18,0,0,2,0,7,0,N,0,0,0
55.91,1.72,V,52,10,0,1,0,0,0,N,2,4,4
78.83,1.69,V,63,80,0,0,14,3,0,N,0,0,1
66.16,1.65,M,42,0,0,2,5,6,0,N,1,2,3
121.1,1.74,V,26,0,18,3,26,9,0,N,0,2,4
100.52,1.74,V,31,0,7,5,0,13,0,N,2,4,4
98.09,1.74,V,43,150,0,0,17,15,0,S,1,2,2
78.63,1.57,M,38,0,7,4,17,8,0,N,2,4,4
63.18,1.8,V,43,0,0,4,0,3,0,N,2,4,3
71.06,1.65,V,61,0,8,7,4,2,0,N,1,1,2
96.81,1.7,M,37,0,12,2,0,0,0,N,2,2,3
64,1.78,V,48,0,0,2,0,0,0,N,2,2,2
91.57,1.75,V,36,0,10,2,3,0,0,S,2,4,4
59.52,1.66,M,56,0,0,2,0,0,0,N,0,0,0
60.94,1.72,V,65,40,0,0,5,7,5,N,2,4,3
98.17,1.64,V,19,0,8,2,2,9,0,N,0,1,0
74.58,1.59,M,70,30,6,4,7,8,0,N,2,3,4
71.83,1.73,M,25,0,0,8,0,9,3,N,0,2,2
74.56,1.71,M,36,110,0,0,13,4,0,N,2,3,3
79.29,1.72,V,42,0,0,2,7,9,0,N,1,1,1
77.05,1.65,M,55,60,3,0,12,5,11,N,2,1,0
60.82,1.71,V,61,30,5,5,0,0,0,N,2,3,4
131.04,1.81,V,58,80,26,3,10,0,0,N,2,4,3
59.25,1.63,M,64,30,0,0,9,6,0,N,3,4,3
98.37,1.79,V,22,110,0,0,0,10,0,N,0,0,0
86.25,1.85,V,55,0,0,2,3,9,0,N,0,2,1
65.48,1.77,V,34,30,0,6,0,0,2,N,0,2,2
69.23,1.72,M,65,0,0,0,0,5,0,N,1,1,1
80.63,1.7,V,23,0,0,3,15,9,3,N,2,3,4
50.15,1.66,V,47,10,0,2,0,0,0,N,1,2,3
118.87,1.79,V,24,20,1,0,24,12,2,N,0,1,0
114.24,1.69,M,27,0,24,2,11,11,0,N,0,0,0
111.56,1.67,M,40,0,2,0,24,23,0,N,1,0,1
92.78,1.73,V,36,0,1,4,16,11,0,N,2,3,1
92.04,1.74,V,18,0,4,3,6,2,0,N,1,2,2
132.62,1.83,V,26,0,0,0,26,15,0,N,1,0,0
81.71,1.73,V,24,0,1,4,3,2,0,N,0,1,0
88.45,1.81,V,26,60,0,0,10,2,0,N,0,1,2
66.44,1.73,V,59,0,0,3,3,5,0,N,2,3,2
78.26,1.66,M,45,0,0,0,9,11,0,N,0,1,1
92.11,1.77,V,48,0,5,0,11,4,0,N,2,2,2
60.16,1.58,M,46,0,1,3,14,3,0,N,1,4,4
115.5,1.71,M,38,0,16,2,0,5,0,N,3,4,4
57.54,1.61,M,22,0,0,3,0,0,0,N,1,1,1
105.63,1.84,V,43,0,0,3,13,11,0,N,1,1,0
68.61,1.66,M,18,0,0,0,3,3,0,N,1,2,1
97.87,1.73,V,54,0,10,6,3,9,0,N,1,3,2
100.03,1.82,V,23,0,0,0,4,8,0,N,1,2,1
117.97,1.86,V,60,0,13,2,7,0,0,N,1,1,2
74.55,1.72,V,45,50,3,0,9,0,1,N,3,4,3
57.43,1.57,M,57,10,1,3,11,3,0,N,2,2,2
61.87,1.57,M,55,0,1,0,13,0,0,N,1,2,2
76.44,1.77,V,18,0,0,6,0,1,0,N,0,0,0
81.38,1.58,M,26,0,7,0,8,5,1,N,1,4,4
97.68,1.69,V,38,0,10,3,3,2,0,N,1,2,1
95.17,1.73,M,27,0,4,0,11,2,1,N,1,2,2
62.17,1.63,M,40,110,0,2,0,4,1,N,1,1,1
110.51,1.83,V,40,150,11,0,0,0,0,N,0,2,3
102.21,1.79,V,18,0,0,0,15,8,0,N,2,2,2
75.34,1.75,V,20,0,4,4,3,0,0,N,2,3,3
77.85,1.63,M,58,0,5,1,13,1,0,N,2,2,2
107.58,1.64,M,20,0,17,0,13,9,0,N,1,3,4
87.72,1.71,M,27,0,0,0,2,5,0,N,0,0,0
73.38,1.68,M,23,0,5,6,0,0,3,N,0,0,1
45.35,1.57,M,65,10,0,1,5,1,2,N,1,3,2
68.02,1.63,M,19,0,0,0,0,0,0,N,1,1,2
99.92,1.65,M,18,30,0,2,25,11,0,N,1,0,0
111.1,1.69,M,52,0,18,4,5,2,0,N,2,3,3
86.5,1.78,V,60,0,0,0,16,13,0,N,1,3,3
74.26,1.72,V,46,130,5,7,1,6,0,N,2,3,4
51.73,1.65,M,51,30,0,0,5,0,0,N,2,4,4
59.82,1.7,M,37,0,0,0,10,2,0,N,2,4,4
98.81,1.76,V,37,220,5,2,7,10,9,N,2,3,3
122.5,1.75,V,44,10,21,0,5,0,0,N,1,3,4
100.25,1.77,V,48,40,0,0,29,10,0,N,2,3,2
59.95,1.81,V,54,0,0,1,1,1,0,N,1,3,4
129.94,1.83,V,43,10,10,0,14,7,0,N,0,2,2
76.76,1.77,V,33,120,0,0,3,4,0,N,3,4,3
73.96,1.72,V,38,140,0,0,0,2,0,N,1,1,1
75.94,1.79,V,42,20,1,0,0,0,0,N,0,1,0
71.65,1.66,M,31,0,0,0,0,13,3,N,1,4,4
69.13,1.81,V,20,0,0,4,0,0,0,S,0,2,2
95.58,1.8,V,18,0,1,1,4,8,1,N,1,1,1
79.26,1.62,M,49,0,13,0,0,0,0,N,2,4,4
76.56,1.75,V,47,0,1,0,8,0,0,N,1,2,2
96.32,1.78,V,63,0,6,0,0,7,0,N,1,2,2
83.91,1.75,V,34,0,1,0,2,8,0,N,1,2,4
76.6,1.74,V,74,0,6,6,5,0,0,N,0,1,1
73.85,1.66,M,60,0,0,0,14,5,0,N,0,0,0
64.85,1.77,V,38,0,2,0,0,0,0,N,2,3,4
78.53,1.66,M,49,0,5,1,7,2,0,N,0,1,1
101.04,1.68,M,45,10,11,0,4,0,0,N,1,2,1
65.63,1.63,M,43,20,2,1,0,0,0,N,0,1,0
83.63,1.79,V,31,110,0,0,1,2,0,N,1,0,0
65.16,1.77,V,45,0,0,2,0,0,0,N,2,1,1
73.69,1.71,V,34,0,0,3,16,0,0,N,0,0,0
84.18,1.64,M,31,70,0,1,11,8,0,N,1,0,0
63.79,1.68,V,18,0,0,0,0,0,0,N,1,2,3
102.09,1.65,M,44,90,17,0,3,0,3,N,4,4,3
83.39,1.67,V,35,30,10,0,0,0,0,N,2,4,4
87.66,1.65,M,34,0,5,3,13,4,0,S,1,2,1
61.95,1.73,V,57,0,0,0,0,5,0,N,1,4,4
57.35,1.78,V,66,0,0,0,0,0,0,N,2,2,4
93.09,1.85,V,44,0,0,0,8,7,6,N,0,0,0
71.12,1.77,V,37,0,0,0,5,2,0,N,2,3,4
79.19,1.7,M,21,100,3,2,7,0,0,N,1,1,2
78.18,1.68,M,47,0,0,2,11,11,3,N,1,2,1
69.72,1.67,V,27,0,0,0,0,1,2,N,0,0,0
109.63,1.78,V,24,0,11,0,6,4,0,N,2,4,3
113.87,1.7,V,20,0,11,2,7,5,0,N,0,2,2
61.06,1.73,M,31,0,0,1,0,3,0,N,2,4,4
68.05,1.64,M,18,0,1,0,0,0,2,N,0,1,2
95.08,1.7,V,40,0,13,2,10,1,0,N,2,3,4
78.53,1.66,M,47,0,0,1,9,6,0,N,1,0,1
95.81,1.59,M,43,0,20,5,0,0,0,N,2,3,3
86.98,1.72,M,48,0,5,0,7,7,0,N,3,4,4
108.9,1.65,M,78,0,11,0,16,14,0,N,1,2,2
88.47,1.63,M,32,0,11,0,0,0,0,N,1,3,3
56.21,1.64,M,18,60,1,6,0,0,6,N,2,3,1
63.43,1.65,M,30,80,2,1,0,0,0,N,1,3,2
80.16,1.68,V,25,0,0,0,8,5,0,N,1,2,2
61.41,1.69,M,38,0,0,1,1,3,0,N,2,4,4
53.06,1.68,M,73,0,0,0,0,0,0,N,0,2,1
77.12,1.55,M,48,0,15,6,0,0,0,N,0,2,3
80.31,1.62,M,69,0,13,6,0,0,0,N,0,1,1
56.89,1.67,M,42,100,0,2,0,0,1,N,1,2,3
54.85,1.62,M,70,0,0,1,0,7,0,S,1,3,3
108.9,1.65,M,58,0,27,0,4,4,0,N,0,1,1
68.75,1.78,V,57,0,0,0,11,1,0,N,1,2,2
80.85,1.76,V,42,30,6,0,6,0,0,N,3,4,4
89.19,1.73,V,18,0,0,2,15,8,0,N,1,2,2
68.13,1.71,V,41,0,0,2,0,5,0,N,1,2,3
110.22,1.66,V,50,0,18,0,14,3,0,N,1,2,3
84.11,1.68,M,19,0,3,0,8,8,0,N,1,4,4
123.9,1.76,V,35,20,24,0,0,0,0,N,1,3,3
78.41,1.65,M,44,0,0,1,26,5,5,N,0,0,1
87.14,1.81,V,40,40,0,0,14,4,8,S,0,1,0
112.78,1.77,V,49,40,1,0,24,15,0,N,0,2,3
76.63,1.62,M,18,80,0,0,14,3,0,N,1,1,0
86.26,1.71,V,24,50,0,0,12,2,0,N,2,1,3
114.44,1.74,M,49,0,14,0,0,7,0,N,2,4,3
82.4,1.76,V,24,0,0,3,14,0,0,N,0,0,0
70.63,1.73,V,30,70,0,0,8,0,1,N,1,2,2
70.85,1.85,V,48,0,0,3,0,0,0,N,0,0,2
104.08,1.76,V,20,0,2,0,21,6,0,N,0,1,2
133.96,1.83,V,29,0,20,0,2,0,0,N,2,2,1
63.79,1.68,M,45,0,2,0,0,0,0,N,2,3,4
84.53,1.75,V,32,0,0,2,2,7,0,N,0,1,1
88.16,1.72,V,32,0,7,0,0,5,0,N,2,4,3
69.44,1.73,V,39,0,4,5,0,0,0,N,2,2,3
74.27,1.71,M,31,0,3,1,12,0,0,N,2,4,4
